feito_por,obs,tse_id,url,estado,cidade,util,position,estimulada,suspensa,vv,cand1,resul1,cand2,resul2,cand3,resul3,cand4,resul4,cand5,resul5,cand6,resul6,cand7,resul7,cand8,resul8,cand9,resul9,cand10,resul10,cand11,resul11,cand12,resul12,cand13,resul13,cand14,resul14,cand15,resul15,cand16,resul16,cand17,resul17,cand18,resul18,cand19,resul19,cand20,resul20,cand21,resul21,cand22,resul22,cand23,resul23,cand24,resul24,cand25,resul25,cand26,resul26,cand27,resul27,cand28,resul28,cand29,resul29,cand30,resul30,cand31,resul31,cand32,resul32,cand33,resul33,cand34,resul34,cand35,resul35,cand36,resul36,cand37,resul37,cand38,resul38,cand39,resul39,cand40,resul40,cand41,resul41,cand42,resul42,cand43,resul43
MARICELIA,,RO-01635/2018,https://www.expressaorondonia.com.br/maurao-diz-que-pesquisa-da-record-tv-comprova-seu-crescimento-na-disputa-ao-governo/,RO,RONDÔNIA,1,G,1.0,,,expedito junior,0.29,acir gurgacz,0.13,coronel marcos rocha,0.07,vinicius miguel,0.04,pimenta de rondonia,0.03,coronel charlon,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01635/2018,https://www.povoemalerta.com.br/22/09/2018/pesquisa-record-tem-expedito-na-lideranca-e-maurao-em-segundo/,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01678/2016,https://institutophoenix.blogspot.com/2016/05/pesquisa-de-presidente-medici-ro.html,RO,PRESIDENTE MÉDICI,1,P,1.0,,,edilson alencar,0.337,lurdinha,0.243,ze rebeiro,0.099,paulao,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01678/2016,https://institutophoenix.blogspot.com/2016/05/pesquisa-de-presidente-medici-ro.html,RO,PRESIDENTE MÉDICI,1,V,1.0,,,irma todinha,0.099,joao maura,0.046,valdir cachorrao,0.033,gilmar moura,0.033,janio da maquina,0.033,indio,0.022,tonho,0.022,alfredo,0.022,brito,0.022,lucas,0.022,edesio,0.022,anderson,0.022,gilson,0.022,belino,0.011,jairo,0.011,erica,0.011,marcela,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01683/2018,http://www.xodonews.com.br/confira-as-pesquisas-realtime-big-data-para-o-governo-dos-estados/,RO,RONDÔNIA,1,G,1.0,,1.0,coronel marcos rocha,0.5,expedito junior,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01683/2018,https://hypenews.net/2018/10/confira-as-pesquisas-realtime-big-data-para-o-governo-dos-estados/,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01746/2016,https://www.gentedeopiniao.com.br/eleicoes-2016/pagina-6,RO,ARIQUEMES,1,P,1.0,,,thiago flores,0.4993,lourival amorim,0.3321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-01986/2016,https://www.hojerondonia.com/adesao-a-campanha-de-japones-cresce-e-empresario-ja-lidera-em-vilhena/,RO,VILHENA,1,P,1.0,,,eduardo japones,0.4041,rosane donadon,0.3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02342/2016,https://ariquemes190.com.br/noticia.php?id=35729,RO,CUJUBIM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02361/2018,http://www.folharondoniense.com.br/interessante/confira-pesquisa-ao-senado-federal-em-rondonia/,RO,RONDÔNIA,1,S,1.0,,,confucio moura,0.2454,jesualdo pires,0.1222,valdir raupp,0.0815,bosco da federal,0.063,coronel charlon,0.0574,dr.detoni,0.0472,marcos rogerio,0.0417,aluisio vidal,0.0352,terrinha,0.0306,fatima cleide,0.0231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02361/2018,http://www.portaltheobroma.com.br/2018/08/brasil-dados-lista-68-nomes-de-maior-popularidade-para-deputado-estadual-em-rondonia/,RO,RONDÔNIA,1,DE,1.0,,,aelcio da tv,0.0306,adelino follador,0.0278,lebrao,0.0259,cleiton roque,0.0231,junior raposo,0.0185,luizinho goebel,0.0185,dr. Ferrari,0.0167,laerte gomes,0.0167,marcelo cruz,0.0139,jesuino boabaid,0.0139,rosangela donador,0.0139,carlinhos camorça,0.012,herminio coelho,0.0102,alan queiroz,0.0102,ari saraiva,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02361/2018,http://www.rondoniavirtual.com.br/noticia/1259/brasil-dados-lista-68-nomes-de-maior-popularidade-para-deputado-estadual-em-rondania,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02454/2016,https://www.folhadevilhena.com.br/2016/09/eleicoes-2016-rosani-donadon-aumenta-vantagem-em-vilhena/,RO,VILHENA,1,P,1.0,,,rosani donadon,0.5418,eduardo da granja,0.2122,julinho da radio,0.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02729/2018,http://rondoniaempauta.com.br/nl/rondonia-2/pesquisa-mostra-empate-tecnico-entre-raupp-e-confucio-para-o-senado/,RO,RONDÔNIA,1,S,1.0,,,confucio moura,0.213,senador raupp,0.2037,jesualdo pires,0.1389,carlos magno,0.0463,fatima cleide,0.0454,marcos rogerio,0.0417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02729/2018,https://ariquemes190.com.br/noticia.php?id=46472,RO,RONDÔNIA,1,S,1.0,,,confucio moura,0.213,senador raupp,0.2037,jesualdo pires,0.1389,carlos magno,0.0463,fatima cleide,0.0454,marcos rogerio,0.0417,aluisio vidal,0.0361,dr.josenir dettoni,0.0324,fabricio jurado,0.0287,ted wilson,0.0269,jaine bagattou,0.0241,bosco da federal,0.0213,terrinha,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02729/2018,https://www.extraderondonia.com.br/2018/09/06/brasil-dados-veja-pesquisa-para-deputado-federal-em-ro/,RO,RONDÔNIA,1,DF,0.0,,,jaqueline cassol,0.0444,luiz claudio da agricultura,0.0398,leo moraes,0.037,mariana carvalho,0.0352,expedito neto,0.0278,melki donadon,0.0278,lindomar garçom,0.0269,coronel cristostomo,0.018,jotta junior,0.0167,lucas folador,0.0157,cristiane lopes,0.0148,lucio mosquini,0.0139,dr.wenceslau,0.013,marinha raupp,0.013,rosaria helena,0.013,mauro nazif,0.012,pastor valadares,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02729/2018,https://www.rolnews.com.br/noticia/dados-pesquisa-mostra-empate-tecnico-entre-confucio-e-raupp-para-o-senado,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02729/2018,https://www.todapolitica.com/eleicoes-2018/pesquisa-eleitoral-rondonia/,RO,RONDÔNIA,1,G,1.0,,,expedito junior,0.2815,acir gurgacz,0.2093,mourao de carvalho,0.1296,comendador valclei queiroz,0.037,coronel charlon,0.0278,pimenta de rondonia,0.0278,vinicius miguel,0.0241,pedro nazareno,0.013,coronel marcos rocha,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02803/2016,"http://www.oobservador.com.br/noticias/juliana-roque-e-rudiney-bertan-lideram-em-pimenta-bueno,10196.shtml",RO,PIMENTA BUENO,1,P,1.0,,,juliana roque,0.258,jean mendonça,0.163,edimar do hotel,0.099,alves da eucatur,0.077,ze irineu,0.047,beto alcantara,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02803/2016,"http://www.oobservador.com.br/noticias/juliana-roque-e-rudiney-bertan-lideram-em-pimenta-bueno,10196.shtml",RO,PIMENTA BUENO,1, V,1.0,,,rudiney berlan,0.09,paulo adail,0.077,alexandre oliveira,0.064,vicente pinheiro,0.06,soperi,0.047,santos do bar,0.043,serjao,0.035,henrique sanches,0.034,fabio do sindicato,0.034,dina maderon,0.034,pedrinho seretran,0.03,rosangela oliveira,0.021,bozzo,0.017,carlao caipirao,0.017,luca itaporanga,0.013,rogerio,0.013,nilton caetano,0.013,paca vagner,0.013,elias,0.013,cida do pt,0.013,sheila cassol,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02923/2018,http://www.portaltheobroma.com.br/2018/06/pesquisa-mostra-lista-dos-principais-nomes-para-deputado-estadual-em-rondonia/,RO,RONDÔNIA,1,DE,1.0,,,adelino follador,0.0356,lebrao,0.028,aelcio da tv,0.0254,ari saraiva,0.0212,luiz ferrari,0.0186,luizinho goebel,0.0178,zequinha araujo,0.0178,cleiton roque,0.0169,azequiel neiva,0.0161,junior raposa,0.0127,marcelo cruz,0.0119,laerte gomes,1.1,alan queiroz,0.0102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02923/2018,"https://tudorondonia.com/noticias/nao-sou-candidato,14918.shtml",RO,RONDÔNIA,1,G,1.0,,,acir gurgaz,0.2119,mariana carvalho,0.161,maurao de carvalho,0.1119,prof. Raduan miguel,0.0314,pimenta de rondinia,0.0305,augusto pelucio,0.0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-02923/2018,https://www.slideshare.net/JornalTudorondonia/pesquisa-029232018,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-03046/2016,http://www.pimentavirtual.net/materias/politica/2016/04/25/juliana-roque-lidera-em-pimenta-bueno.html,RO,PIMENTA BUENO,1,P,1.0,,,juliana roque,0.209,brito do incra,0.115,jean mendonça,0.115,alves da eucatur,0.064,jose irineu,0.051,valdiney do posto,0.051,edmar do hotel,0.034,gerson,0.026,beto alcantara,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-03046/2016,http://www.pimentavirtual.net/materias/politica/2016/04/25/juliana-roque-lidera-em-pimenta-bueno.html,RO,PIMENTA BUENO,1,P,1.0,,,juliana roque,0.295,brito do incra,0.163,jean mendonça,0.163,alves da eucatur,0.09,jose irineu,0.072,valdiney do posto,0.072,edmar do hotel,0.048,gerson,0.036,beto alcantara,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-03046/2016,http://www.pimentavirtual.net/materias/politica/2016/04/25/juliana-roque-lidera-em-pimenta-bueno.html,RO,PIMENTA BUENO,1,P,1.0,,,scheilla cassol,0.149,janio vilela,0.089,dina maderon,0.081,ananias,0.064,cida,0.043,nilson berto,0.025,flavinho,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-03046/2016,http://www.pimentavirtual.net/materias/politica/2016/04/25/juliana-roque-lidera-em-pimenta-bueno.html,RO,PIMENTA BUENO,1,V,0.0,,,alexandre,0.0723,carlao caipirao,0.0553,mirian,0.0511,sergio,0.0468,placar som,0.0383,tuca itaporang,0.034,bozo,0.0255,rosangela,0.0213,fabio do sind,0.0213,rubens do jorn,0.0213,sheila,0.017,rogerio,0.17,vec.pinheiro,0.017,elias,0.017,sandro tuca,0.0128,cida,0.0128,l. bertan,0.0128,paulo adail,0.0128,bambem,0.0128,ze irineu,0.0128,dona rosa,0.0128,ananias,0.0128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-03113/2016,"http://www.oobservador.com.br/noticias/professor-zenildo-lidera-em-sao-miguel-do-guapore,11879.shtml",RO,SÃO MIGUEL DO GUAPORÉ,1,P,1.0,,,prof. Zenildo,0.424,cornelio,0.237,jaime,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04087/2016,"http://www.oobservador.com.br/noticias/rosaria-helena-lidera-em-ouro-preto-do-oeste,11068.shtml",RO,OURO PRETO DO OESTE,1,P,1.0,,,rosario helena,0.252,moizaniel,0.195,vagno panissolio,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04313/2016,http://rondoniatop.com.br/2016/07/29/pesquisa-realizada-pelo-instituto-phoenix-aponta-que-mais-de-35-dos-eleitores-de-cujubim-nao-deve-votar-em-nos-candidatos-indicados-ou-esta-indecisa/,RO,CUJUBIM,1,P,1.0,,,pedro belo horizonte,0.248,fabio patricio,0.172,ver. Dore,0.153,louro,0.14,franciane,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04315/2016,"http://www.oobservador.com.br/noticias/pesquisa-phoenix-impedimento-de-candidatura-de-daniela-amorim-deixa-eleitor-de-ariquemes-perplexo,11387.shtml",RO,ARIQUEMES,1,P,1.0,,,lourival,0.38,delegado flores,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04315/2016,"http://www.oobservador.com.br/noticias/pesquisa-phoenix-impedimento-de-candidatura-de-daniela-amorim-deixa-eleitor-de-ariquemes-perplexo,11387.shtml",RO,ARIQUEMES,1,P,1.0,,1.0,lourival,0.593,delegado flores,0.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04323/2018,https://institutophoenix.blogspot.com/2018/04/3-pesquisa-eleitoral-2018-ro.html,RO,RONDÔNIA,1,G,1.0,,,acir gurgaz,0.34,ivo cassol,0.259,maurao de carvalho,0.125,expedito junior,0.102,pimenta de rondonia,0.034,everton aguiar,0.031,pedro nazareno,0.026,leo fachin,0.026,jackson chediack,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04323/2018,https://institutophoenix.blogspot.com/2018/04/3-pesquisa-eleitoral-2018-ro.html,RO,RONDÔNIA,1,S,1.0,,,jesualdo pires,0.211,aluisio vidal,0.167,cesar cassol,0.11,conficio moura,0.11,valdir raupp,0.088,joao serra,0.069,paulo cadilac,0.063,moreira mendes,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04323/2018,https://institutophoenix.blogspot.com/2018/04/3-pesquisa-eleitoral-2018-ro.html,RO,RONDÔNIA,1,DF,1.0,,,leo morais,0.108,melki donadon,0.098,luiz claudio,0.089,rosario helena,0.066,agnaldo neponuceno,0.06,mariana carvalho,0.055,marcos rogerio,0.048,jaqueline cassol,0.048,mauro nassf,0.045,padovani,0.042,nilton capixaba,0.037,silvia cristina,0.026,lucas falador,0.015,lincon astre,0.013,expedito neto,0.013,tizil,0.01,tenente costa,0.01,edilson vieira,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04323/2018,https://institutophoenix.blogspot.com/2018/04/3-pesquisa-eleitoral-2018-ro.html,RO,RONDÔNIA,1,DE,1.0,,,lebrao,0.07,aelcio da tv,0.063,luizinho roque,0.061,cleyton roque,0.049,luiz ferrari,0.041,adelino follador,0.039,wilson turati,0.032,jean oliveira,0.027,zequinha araujo,0.026,alan queiroz,0.026,marcelino tenorio,0.024,chagas neto,0.022,jair montes,0.019,ari saraiva,0.019,juscelino amaral,0.015,mascos sucao,0.014,lazin da fetagro,0.012,luiz gomes,0.012,edivaldo gomes,0.011,fatima gavioli,0.011,marinha da caerd,0.011,everaldo fogaca,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04448/2018,http://www.focoemnoticia.com.br/noticia/2018/03/14/elei-es-2018-pesquisa-aponta-os-preferidos-para-ale-vereador-joel-da-yamaha-entre-os-30.html,RO,RONDÔNIA,1,DE,0.0,,,adelino follador,0.0417,aelcio da tv,0.0339,lebrao,0.0304,ezequiel neiva,0.027,dr. Luiz ferrari,0.0261,luizinho goebel,0.0261,jesuino boabaid,0.0217,ezequiel junior,0.0217,laerte gomes,0.0217,zequinha araujo,0.0217,ari saraiva,0.0174,dr.neidson,0.013,cleiton roque,0.013,jair montes,0.013,rosangela donadon,0.013,junior raposo ,0.0113,ivonete gomes,0.0113,saulo moreira,0.0113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04448/2018,https://ariquemes190.com.br/noticia.php?id=44042,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04448/2018,https://jaquelinecassol.com/noticias/jornal-correio-de-rondonia-pesquisa-aponta-jaqueline-cassol-como-uma-das-pre-candidatas-favoritas-ao-cargo-de-deputada-federal/,RO,RONDÔNIA,1,DF,1.0,,,marcos rogerio,0.0713,mariana carvalho,0.0626,jaqueline cassol,0.0522,leo moraes,0.0435,melki danador,0.0426,lindomar garçom,0.0383,silvia cristina,0.0304,luiz claudio ,0.0287,nilton capixaba,0.0235,lucio mosquini,0.02,padovani,0.0183,mauro nazif,0.0174,marinha raupp,0.0174,rosaria helena,0.0174,expedito neto,0.0174,lucas folador,0.0165,padre tom,0.013,dr.venceslau,0.0122,cristiane lopes,0.0113, tiziu,0.0104,ada dantas,0.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04549/2016,https://www.extraderondonia.com.br/2018/05/18/pesquisa-aponta-lideranca-de-rosani-donadon-na-eleicao-suplementar-em-vilhena/,RO,VILHENA,1,P,1.0,,,rosani donadon,0.3905,eduardo japones,0.2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04653/2018,http://rondoniaempauta.com.br/nl/politica/veja-quem-sao-os-pre-candidatos-a-deputado-federal-que-estao-entre-as-primeiras-colocacoes-na-opiniao-do-eleitorado/,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04774/2016,https://painelpolitico.com/pesquisa-aponta-nazif-em-primeiro-seguido-de-pimentel-e-leo-moraes/,RO,PORTO VELHO,1,P,1.0,,,dr. Mauro nazif,0.2163,williames pimentel,0.141,leo moraes,0.1105,dr. ribamar araujo,0.1105,dr. Hildon,0.0862,roberto sobrinho,0.0481,pimenta de rondonia,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04918/2016,https://www.extraderondonia.com.br/2016/09/30/beatto-mantem-lideranca-na-corrida-eleitoral-em-colorado/,RO,COLORADO DO OESTE,1,P,1.0,,,josemar beatto,0.3744,professor ribamar,0.2,edinho da radio,0.1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04937/2016,https://es.slideshare.net/jehosua97/aureo-1-valderrama,RO,PORTO VELHO,1,P,1.0,,,leo morais,0.4763,dr.hildon,0.4682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04937/2016,https://es.slideshare.net/jehosua97/aureo-1-valderrama,RO,PORTO VELHO,1,P,1.0,,1.0,leo morais,0.5043,dr.hildon,0.4957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04976/2016,https://institutophoenix.blogspot.com/2016/04/3-pesquisa-de-prefeitos-porto-velho.html,RO,PORTO VELHO,1,P,1.0,,,leo morais,0.315,mariana carvalho,0.222,dr. Mauro nazif,0.107,edgar do boi,0.09,odacir soares,0.086,ribamar araujo,0.072,dr. Pimentel,0.05,roberto sobrinho,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-04976/2016,https://institutophoenix.blogspot.com/2016/04/3-pesquisa-de-vereadores-porto-velho-ro.html,RO,PORTO VELHO,1,V,0.0,,,everaldo fogaça,0.0412,marcelo reis,0.0319,marcio miranda,0.0252,alan queiroz,0.0186,elis regina,0.0159,sandra moraes,0.0146,gato felix,0.012,luan costa,0.012,marcio pacele,0.0106,porfirio costa,0.0106,zquinha araujo,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05247/2016,"http://www.oobservador.com.br/noticias/confira-pesquisa-para-vereador-em-porto-velho,11767.shtml",RO,PORTO VELHO,1,V,1.0,,,fogaça,0.0429,nico,0.0356,marcelo cruz,0.0331,marcelo reis,0.0319,alan queiroz,0.0294,ingrid gurgel,0.0233,jair montes,0.0209,frank gomes,0.0196,luan da tv,0.0196,marcio sitetuperon,0.0196,cristiane lopes,0.016,edvilson negreiros,0.0147,renato leal,0.0123,cabo botelho,0.011,fatinha,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05401/2018,http://alertarondonia.com.br/politica/id-795527/confira_como_esta_a_ultima_pesquisa_eleitoral_para_candidatos_a_deputado_federal_em_rondonia,RO,RONDÔNIA,1,DF,1.0,,,leo morais,0.0553,luis claudio da agricultura,0.0399,melki donadon,0.0362,lindomar garçom,0.0353,mariana carvalho,0.0353,tiziu jidalias,0.0317,expedito neto,0.0308,jaqueline cassol,0.0299,jotta junior,0.0263,marinha raupp,0.0263,claudia moura,0.0226,lucio mosquini,0.0217,coronel chrisostomo,0.0217,pastor valadares,0.0208,cristiane lopes,0.0199,lucas follador,0.0199,padovani da agricultura,0.0136,silvia cristina,0.0136,rosaria helena,0.0136,moises crus,0.0136,dr.wenceslau,0.0109,ada dantas,0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05401/2018,http://alertarondonia.com.br/politica/id-795527/confira_como_esta_a_ultima_pesquisa_eleitoral_para_candidatos_a_deputado_federal_em_rondonia,RO,RONDÔNIA,1,S,1.0,,,confucio moura,0.2639,josualdo pires,0.1639,marcos rogerio,0.1435,valdir raupp,0.1426,fatima cleide,0.1037,carlos magno,0.0806,bosco da federal,0.0204,jaime bagattoli,0.0139,dr.josenir dettoni,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05401/2018,https://www.extraderondonia.com.br/2018/10/06/brasil-dados-pesquisa-aponta-confucio-e-jesualdo-na-preferencia-do-eleitor-de-ro/,RO,RONDÔNIA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05401/2018,https://www.extraderondonia.com.br/2018/10/06/confira-lista-dos-candidatos-a-deputado-estadual-de-maior-preferencia-do-eleitorado-em-ro/,RO,RONDÔNIA,1,DE,1.0,,,luizinho goebel,0.037,adelino follador,0.0343,aelcio da tv,0.0333,marcelo cruz,0.0324,williames pimentel,0.0315,alan queiroz,0.0278,junior raposo,0.0269,jesuino boabard,0.0259,ivonete gomes,0.0231,joelna holdes,0.0222,adriano boiadeiro,0.0213,rosangela danadon,0.0204,ari saraiva,0.0194,jair maontes,0.0185,sergio tobias,0.0167,junior cavalcante,0.0157,caico,0.0157,herminio coelho,0.0139,raimundinho bike som,0.013,pastor campos,0.012,decio barbosa lagares,0.012,prof.luismar neves,0.0111,laerte gomes,0.0111,saulo moreira,0.0111,ezequiel junio,0.0111,chiquinho,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICELIA,,RO-05443/2018,http://www.authorstream.com/Presentation/584728-3551238-dep-estadual-pesquisa-2018-rond-nia/,RO,RONDÔNIA,1,DE,0.0,,,adelino follador,0.0418,luizinho goebel,0.0377,aelcio da tv,0.0336,alan queiroz,0.0287,jean oliveira,0.0229,luiz ferrari,0.018,jair montes ,0.0156,cleiton roque,0.0131,marcelo cruz,0.0131,ari saraiva,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
